company,policy_date,policy_url,policy_path
smud,2015-08-12 00:00:00,https://www.smud.org/en/Corporate/Privacy-policy/Privacy-policy-archive/08-12-2015-privacy-policy,smud/smud-2015-08-12.txt
smud,2016-06-22 00:00:00,https://www.smud.org/en/Corporate/Privacy-policy/Privacy-policy-archive/Archived-Policy-062216,smud/smud-2016-06-22.txt
smud,2018-12-17 00:00:00,https://www.smud.org/en/Corporate/Privacy-policy,smud/smud-2018-12-17.txt
